text,category,urgency,rule_prediction,final_prediction
delivery rescheduled order august statement available view download banking com statements action needed payment scheduled,updates,medium,medium,medium
apple investment opportunity roi refund processed claim bit fakeprize complete within hrshrs,spam,low,low,low
member exclusive buy one get one free discover items shop new styles example com code save extra,promotions,low,low,low
live tech conference keynote see article platform com content video comments great insight disable notifications platform com notifications,social_media,low,low,low
popular near meetup group photography group invited rsvp social com events meetup,social_media,low,low,low
mod application open career advice user datawiz posted helpful solution view support site ticket,forum,low,low,low
policy update cookie policy changes updated user agreement review changes service com status effective dec,updates,low,medium,low
news groups follow group tech enthusiasts live streaming join social com live conference,social_media,low,low,low
important address changed confirm cancel company com updates phone number building,updates,medium,medium,medium
amazon investment opportunity roi immediate action required subscription payment failed update payment scam delivery com call support scam,spam,medium,low,medium
virtual crime scene investigation forensic evidence crowdsourcing platform csitraingame pro requires leo credentials,social_media,low,low,low
autonomous weapon system moratorium position resolution consultation national position draft disarmament org autonomous weapons feedback portal,updates,low,low,low
renew netflix subscription following paypal application rates dropped apply bit fakeprize stop opt,spam,low,low,low
email binding code token expires gmt support contact,verify_code,low,low,low
secure access number use verification code device samsung galaxy location chicago,verify_code,low,high,low
software update security patch critical update available fixes vulnerability cve install help app com update,updates,high,high,high
verification pin use verification code device chrome windows location seattle,verify_code,low,high,low
scheduled maintenance aug gmt items cancelled via usps tracking estimated delivery aug track banking com statements,updates,medium,low,medium
google verification pin required login confirmation microsoft,verify_code,medium,medium,medium
amazon gift card prize voucher claim amazon gift claim reward code amz,spam,low,low,low
final notice amazon prime end renew keep benefits amazonprime renewal special com limited offer discount today,spam,low,low,low
paypal password expiration package delivered tracking update scam delivery com ignore,spam,high,low,high
free breakfast hotel stay book nights get complimentary breakfast valid dec luxuryhotelgroup com breakfast deal,promotions,low,low,low
refer friends get credit loyal customer get exclusive example com offer code birthday,promotions,low,low,low
facebook transfer confirmation security code enter sign page expires minutes contact support,verify_code,medium,high,medium
news david kim started new position see video social com posts photo comments great insight disable notifications social com settings,social_media,low,low,low
event invitation workshop sep group photography group invited rsvp platform com events workshop,social_media,low,low,low
data usage alert monthly quota biometric login activated per request learn company com updates,updates,medium,medium,medium
handcrafted leather workshop pass design custom briefcase limited dates artisanworkshop org leather materials included value,promotions,low,low,low
payment overdue notice unusual login detected china secure account phishing site com account suspended,spam,medium,low,medium
inheritance claim late relative following netflix application rates dropped apply scam delivery com stop opt,spam,low,low,low
identity verification required transaction authorization enter share number,verify_code,low,low,low
secure access number code login confirmation share requested pst,verify_code,medium,medium,medium
policy update terms service changes september statement available view download company com updates action needed payment scheduled,updates,medium,medium,medium
mike chen mentioned comment group update tech enthusiasts posted story trending remote workers weekend plans,social_media,low,medium,low
mike chen mentioned comment post paris received likes comments see insights social com insights post,social_media,low,low,low
urgent inheritance notification unclaimed last john dawson lists email beneficiary validate claim inheritance validate dawson probate closes,spam,low,low,low
special offer final hours biggest sale example com ends time,promotions,low,low,low
community announcement new policy updated cookie policy review changes banking com statements effective sep,updates,low,medium,low
security upgrade biometric login enabled hotel booking new hours effective immediately nov midnight assignment confirmed manage booking banking com statements,updates,medium,medium,medium
suspicious activity apple account following microsoft application rates dropped apply phishing site com stop opt,spam,low,low,low
two step verification code transaction authorization enter share number,verify_code,low,high,low
software update available new features dark mode performance boost install help app com update changelog included,updates,low,medium,low
paypal subscription suspended invoice inv ready view scam delivery com dispute within hrshrs,spam,medium,low,medium
mike chen mentioned comment friends checked central perk see photos menu social com places cafe,social_media,low,low,low
delivery problem see messaged netflix view scam delivery com special offer membership,spam,low,low,low
early access new arrivals start favorite items back wait example com use code flash,promotions,low,low,low
ama session science professor user pixelartist posted helpful solution view wiki site page,forum,low,low,low
birthday surprise free gift inside open birthday gift giftshop com birthday gift code bdaygift valid days,promotions,low,low,low
event invitation workshop aug thanks sharing view social com events event reply disable social com settings,social_media,low,low,low
forum digest books discussions trending webdev comments view support site ticket,forum,low,low,low
youtube monetization approved start earning set payments youtube payout setup media channel yourchannel,spam,medium,low,medium
live alert meetup behind scenes love view social com profile user reply disable platform com notifications,social_media,low,low,low
holiday discount celebrate entire purchase valid example com code birthday,promotions,low,low,low
free gift hotel stay loyal customer get exclusive example com offer code welcome,promotions,low,low,low
popular near tech conference see article social com posts photo comments great insight disable notifications platform com notifications,social_media,low,low,low
netflix security alert account frozen package delivered tracking update bit fakeprize ignore,spam,high,low,high
nearby product launch today grand canyon alex view album platform com memories beach,social_media,low,low,low
clearance madness clothing loyal customer get exclusive example com offer code vip,promotions,low,low,low
news groups follow alex anyone free weekend emily count reply platform com messages group,social_media,low,low,low
suspicious activity facebook account macbook air logged hrs minutes ago verify phishing site com secure account,spam,low,low,low
post featured techtips see article platform com content video comments love disable notifications social com settings,social_media,low,low,low
multi factor authentication reset security policy requires reconfiguration authenticator app begin setup securityportal com mfa reset previous methods deactivated deadline completion sep,updates,high,low,high
member exclusive free shipping week hello valued member enjoy free shipping week shop example com expires date,promotions,low,low,low
authentication token pin required transaction authorization linkedin,verify_code,low,low,low
new connection recruiter google sarah kim wants connect message interested design portfolio linkedin com sarahkim,social_media,low,low,low
live alert product launch behind scenes friends checked central perk see photos menu social com places cafe,social_media,high,low,high
temporary pin token expires gmt support contact,verify_code,low,low,low
last chance black friday july deal ends time items lowest prices shop example com use code welcome,promotions,low,low,low
thread locked reason trending books comments view support site ticket,forum,low,low,low
final notice apple end see messaged netflix view scam delivery com special offer membership,spam,low,low,low
ama session tech ceo database upgrade completed successfully new features new search notifications faq wiki site page,forum,low,low,low
new reply database optimization user codemaster comment support site ticket,forum,low,low,low
contract amendment code modify agreement,verify_code,low,low,low
anniversary twitter video new york received likes comments see insights social com insights post,social_media,low,low,low
scheduled maintenance nov midnight august statement available view download company com updates action needed payment scheduled,updates,medium,medium,medium
last chance black friday july celebrate entire purchase valid example com code save,promotions,low,low,low
amazon used new device see messaged apple view scam delivery com special offer membership,spam,low,low,low
post got new reactions sarah anyone free weekend lisa weather looks great reply platform com messages group,social_media,low,low,low
answered query technical support thread discussion moved general support continue wiki site page,forum,low,low,low
new thread career advice matches alert thread per report details wiki site page,forum,high,low,high
event reminder conference report per report details support site ticket,forum,low,medium,low
popular near product launch view profile platform com users sarah accept reject social com friends pending,social_media,low,low,low
login alert verification step needed use code complete sign expires minutes,verify_code,high,medium,high
forum maintenance complete thread discussion started webdev settings wiki site page,forum,low,low,low
apple security alert account frozen dear winner email annual lottery click bit fakeprize claim hrs expire unsubscribe,spam,high,low,high
verification required code password reset share requested est,verify_code,high,high,high
login alert verification step needed code account verification share requested gmt,verify_code,medium,high,medium
github workspace verification enter verify password reset session auto cancel invalid attempts,verify_code,high,high,high
new reply react performance comment per report details wiki site page,forum,low,low,low
memories week see story platform com content video comments great insight disable notifications social com settings,social_media,low,low,low
account merge code merge two accounts,verify_code,low,low,low
user spotlight member spotlight comment per report details wiki site page,forum,low,low,low
payment received invoice inv updated privacy policy review changes banking com statements effective sep,updates,medium,medium,medium
new follower sarah johnson group update hiking buddies posted photo trending startup founders weekend plans,social_media,low,medium,low
immunization record updated flu vaccine covid booster added profile access digital vaccine passport healthportal com vaccine record code available travel verification,updates,low,medium,low
delivery problem following netflix application rates dropped apply bit fakeprize stop opt,spam,low,low,low
new thread home gardening matches alert revised rules effective immediately key changes citation requirements news posts review support site ticket,forum,high,medium,high
microsoft investment opportunity roi macbook air logged hrs minutes ago verify scam delivery com secure account,spam,low,low,low
event invitation workshop oct view profile platform com users sarah accept reject platform com requests,social_media,medium,medium,medium
data export request completed archive forum activity posts messages likes available forum com data export exp download link active days compressed data available json format,forum,medium,medium,medium
patent application publication xxxxxx patent system published uspto gazette view patentcenter uspto gov application xxx public commentary open,updates,low,low,low
warning violation database optimization thread discussion started pixelartist settings support site ticket,forum,high,low,high
scheduled maintenance oct midnight new features security updates install company com updates changelog included,updates,medium,medium,medium
thread locked reason user webdev thread forum com thread,forum,low,low,low
google workspace verification use verification code device iphone pro location los angeles,verify_code,low,high,low
post moved technical support event starts time prepare wiki site page,forum,low,low,low
suspicious activity paypal account refund processed claim phishing site com complete within hrshrs,spam,low,low,low
achievement unlocked community star database upgrade completed successfully new features new search notifications faq wiki site page,forum,low,low,low
appointment reminder smith dec pst new features dark mode performance boost install company com updates changelog included,updates,medium,medium,medium
inheritance claim late relative invoice inv ready view scam delivery com dispute within hrshrs,spam,medium,low,medium
authentication token access code password reset valid,verify_code,high,high,high
scheduled maintenance sep est confirm cancel banking com statements email building,updates,medium,medium,medium
event invitation tech conference oct view profile platform com users sarah accept reject platform com requests,social_media,medium,medium,medium
two factor authenticator reset new setup required begin securityportal com reset,updates,high,low,high
payment overdue notice facebook requires immediate password update click phishing site com failure within hrshrs causes lockout,spam,medium,low,medium
early access summer sale start hello valued member enjoy free shipping week shop example com expires date,promotions,low,low,low
wiki edit conflict quantum computing basics edit conflicts newer version user physicist compare changes sciforum com wiki quantum computing compare edit lock activated hours resolution suggestions provided moderators,forum,low,low,low
security notice suspicious login blocked new features new bug fixes install service com status changelog included,updates,high,high,high
home refresh sale bedding decor homeshop com refresh sale,promotions,low,low,low
digital pain management visualization chronic pain tracking environment beta test pain visualization app medical oversight,social_media,low,low,low
email binding code access code password reset valid,verify_code,high,high,high
mike chen mentioned comment friends checked tech hub see photos menu social com places cafe,social_media,low,low,low
vip preview new arrivals deal ends time items lowest prices shop example com use code birthday,promotions,low,medium,low
new featured guide books thread discussion moved general support continue support site ticket,forum,low,low,low
urgent claim prize invoice inv ready view phishing site com dispute within hrshrs,spam,medium,low,medium
secure access number pin required transaction authorization github,verify_code,low,low,low
secure access number code account verification share requested est,verify_code,medium,high,medium
verification code use code complete sign expires minutes,verify_code,low,high,low
paypal egift card loyal customers invoice inv ready view scam delivery com dispute within hrshrs,spam,medium,low,medium
temporary pin use verification code device iphone pro location chicago,verify_code,low,high,low
warning violation react performance event starts time prepare support site ticket,forum,high,low,high
google subscription suspended unusual login detected china secure account phishing site com account suspended,spam,high,low,high
linux reply graphics driver revised rules effective immediately key changes citation requirements news posts review support site ticket,forum,low,medium,low
apple used new device immediate action required subscription payment failed update payment phishing site com call support fake,spam,medium,low,medium
paypal used new device paypal requires immediate password update click scam delivery com failure within hrshrs causes lockout,spam,high,low,high
google subscription suspended package delivered tracking update scam delivery com ignore,spam,high,low,high
important address changed new features security updates install company com updates changelog included,updates,low,medium,low
moderator comment processed event starts time prepare support site ticket,forum,low,low,low
early black friday deals live unlock doorbuster prices electronics public launch electronics com black friday early code earlybf includes smart macbook pro free airpods vip access ends midnight tonight,promotions,low,low,low
free shipping order favorite items back wait example com use code welcome,promotions,low,low,low
missed delivery confirmation iphone pro logged hrs minutes ago verify bit fakeprize secure account,spam,medium,low,medium
covid exposure alert near infected person mandatory testing required health alert gov testing site cdc official,spam,high,low,high
achievement unlocked trusted contributor revised rules effective immediately key changes citation requirements news posts review wiki site page,forum,low,high,low
scheduled maintenance sep pst biometric login activated per request learn service com status,updates,medium,medium,medium
news groups follow group photography group invited rsvp social com events meetup,social_media,low,low,low
membership upgrade delivered achieved service unavailable window updates include bug fixes new features,updates,low,medium,low
covid vaccine certificate expiration booster documentation required submit health passport update org digital wallet affected,spam,low,low,low
account summary august statement ready updated terms service review changes service com status effective dec,updates,low,medium,low
memories week group tech enthusiasts live streaming join social com live conference,social_media,low,low,low
blockchain network upgrade hard fork scheduled ethereum chainid update block node operators must upgrade ethereum org upgrade forkname tools ready,updates,medium,medium,medium
member exclusive free shipping week final hours biggest sale example com ends time,promotions,low,low,low
new follower tech journalist writer techreview follow back social com profile journalist,social_media,low,medium,low
mike chen mentioned comment group hiking buddies live streaming join platform com streaming event,social_media,low,low,low
double rewards points today favorite items back wait example com use code birthday,promotions,low,low,low
membership upgrade shipped achieved confirm cancel service com status address building,updates,medium,medium,medium
mod application open career advice trending techsupport comments view wiki site page,forum,low,low,low
selected maldives trip paypal requires immediate password update click phishing site com failure within hrshrs causes lockout,spam,high,low,high
clearance madness beauty products celebrate entire purchase valid example com code welcome,promotions,low,low,low
banking stress test override emergency liquidity protocol authorization initiates federal reserve consultation process full audit trail includes voice recording verification,verify_code,high,low,high
auto payment failed subscription updated privacy policy review changes company com updates effective nov,updates,medium,medium,medium
double rewards points sunday final hours biggest sale example com ends time,promotions,low,low,low
regulatory compliance identity check comply finra regulations require immediate identity confirmation account maintenance enter verification code secure compliance portal within minutes mandatory check ensures continued access trading features failure complete restrict account functionality verification recent account changes triggered enhanced security protocol government issued may required manual verification code expires reference compliance case fin,verify_code,medium,high,medium
poll vote best summer destination friends checked downtown cafe see photos menu social com places cafe,social_media,low,low,low
delivery rescheduled order service unavailable window updates include bug fixes new features,updates,medium,medium,medium
hmrc tax refund approval dear winner email annual lottery click phishing site com claim hrs expire unsubscribe,spam,low,low,low
temporary pin login confirmation enter share number,verify_code,medium,medium,medium
blockchain wallet recovery key split shard kkl combine shards wallet recovery shard system,verify_code,low,low,low
blockchain bridge asset recovery multichain bridge restore key cross bridge input crosschain recovery org expires block,verify_code,low,low,low
forum digest books discussions thread per report details wiki site page,forum,low,low,low
delivery problem unusual login detected russia secure account bit fakeprize account suspended,spam,high,low,high
birthday reminder friends tomorrow article sydney received likes comments see insights platform com analytics content,social_media,low,medium,low
facebook used new device dear winner email annual lottery click phishing site com claim hrs expire unsubscribe,spam,low,low,low
safety recall model service unavailable window updates include bug fixes new features,updates,low,medium,low
new event product launch college reunion photos view album social com albums vacation,social_media,low,low,low
new reply database optimization earned achievement badge view profile support site ticket,forum,low,low,low
cloud sync completed synced view cloudservice com sync reports sync,updates,low,low,low
software update available activated per request learn company com updates,updates,medium,medium,medium
amazon password expiration following google application rates dropped apply phishing site com stop opt,spam,high,low,high
payment overdue notice see messaged amazon view scam delivery com special offer membership,spam,medium,low,medium
new event meetup view profile social com profile john accept reject platform com requests,social_media,medium,medium,medium
referral bonus tripled get per friend share link service com refer user,promotions,low,low,low
secure access number enter verify payment confirmation session auto cancel invalid attempts,verify_code,medium,medium,medium
apple investment opportunity roi see messaged netflix view phishing site com special offer membership,spam,low,low,low
microsoft subscription suspended refund processed claim bit fakeprize complete within hrshrs,spam,high,low,high
appointment confirmed dec midnight biometric login activated per request learn service com status,updates,medium,medium,medium
new messages book club chat thanks sharing view social com notifications reply disable platform com notifications,social_media,low,low,low
new event tech conference group book club live streaming join social com live conference,social_media,low,low,low
new featured guide photography thread per report details support site ticket,forum,low,low,low
apple used new device dear winner email annual lottery click bit fakeprize claim hrs expire unsubscribe,spam,low,low,low
free gift purchase deal ends time items lowest prices shop example com use code birthday,promotions,low,low,low
forum contest photo contest user webdev comment support site ticket,forum,low,low,low
crypto opportunity roi guaranteed following apple application rates dropped apply scam delivery com stop opt,spam,low,low,low
group announcement time change book club moved details social com groups book club ann,social_media,low,low,low
login alert verification step needed token expires pst support contact,verify_code,high,medium,high
microsoft password expiration see messaged amazon view phishing site com special offer membership,spam,low,low,low
urgent claim prize unusual login detected romania secure account phishing site com account suspended,spam,high,low,high
answered query career advice trending books comments view support site ticket,forum,low,low,low
popular near webinar mike anyone free weekend david count reply platform com messages group,social_media,low,low,low
important address changed new features new bug fixes install banking com statements changelog included,updates,low,low,low
thread locked reason earned achievement badge view profile forum com thread,forum,low,low,low
api documentation updated new endpoints added docs devforum com api docs,forum,low,medium,low
twitter workspace verification enter verify password reset session auto cancel invalid attempts,verify_code,high,high,high
lisa chen liked photo see photo social com posts comments great shot disable notifications social com settings,social_media,low,low,low
secure access number enter confirm payment confirmation request ignore,verify_code,medium,medium,medium
live alert meetup behind scenes group update hiking buddies posted article trending startup founders weekend plans,social_media,high,medium,high
achievement unlocked expert helper user codemaster posted helpful solution view forum com thread,forum,low,high,low
selected spa weekend refund processed claim scam delivery com complete within hrshrs,spam,low,low,low
verification required enter confirm password reset request ignore,verify_code,medium,high,medium
community announcement maintenance biometric login activated per request learn company com updates,updates,low,medium,low
memories week friends checked tech hub see photos menu social com places cafe,social_media,low,low,low
anniversary sale extra clearance stack discounts code extra valid thru monday store com anniversary,promotions,low,low,low
cloud backup successful backed access cloudstorage com backups,updates,low,low,low
security alert failed login attempts package delivered tracking update bit fakeprize ignore,spam,high,low,high
order processing items shipped via dhl tracking estimated delivery dec track company com updates,updates,low,medium,low
payment received invoice inv password encryption activated per request learn service com status,updates,medium,medium,medium
new messages tech enthusiasts chat view profile social com profile john accept reject platform com requests,social_media,medium,medium,medium
wiki edit approved techsupport earned achievement badge view profile wiki site page,forum,low,low,low
urgent claim prize see messaged microsoft view phishing site com special offer membership,spam,low,low,low
important payment due date changed september statement available view download service com status action needed payment scheduled,updates,medium,medium,medium
event invitation tech conference sep college reunion photos view album social com albums vacation,social_media,low,low,low
google workspace verification enter verify payment confirmation session auto cancel invalid attempts,verify_code,medium,medium,medium
paypal egift card loyal customers see messaged facebook view bit fakeprize special offer membership,spam,low,low,low
mandatory software update critical vulnerability patch immediate installation required application security update addressing critical vulnerability cve exploit allows remote code execution without authentication update automatically deployed enterprise accounts restart required within hours consumer users download patch updateportal com security version postponement beyond deadline restrict access sensitive features detailed technical bulletin available security teams compromised systems contact incident response team immediately,updates,high,high,high
david kim mentioned comment group update hiking buddies posted post trending remote workers favorite tech tools,social_media,low,medium,low
secure session code single use verification code expires minutes required login new device moscow russia initiate secure account securityportal com session lock,verify_code,low,high,low
hour sale extra clearance celebrate entire purchase valid example com code birthday,promotions,low,low,low
refund confirmation following google application rates dropped apply phishing site com stop opt,spam,medium,low,medium
stock trading account restricted suspicious activity pattern verify stock trading verification org case trd,spam,low,low,low
safety recall model service unavailable window updates include security patches performance improvements,updates,low,medium,low
limited stock back stock deal ends time items lowest prices shop example com use code flash,promotions,low,low,low
order cancelled items processing via ups tracking estimated delivery oct track banking com statements,updates,low,low,low
thread locked reason revised rules effective immediately key changes citation requirements news posts review wiki site page,forum,low,high,low
birthday reminder friends tomorrow love view social com events event reply disable platform com notifications,social_media,low,medium,low
birthday reminder friends week friends checked central perk see photos menu platform com locations venue,social_media,low,medium,low
delivery rescheduled order hotel booking main pool closed aug maintenance sep est assignment confirmed manage booking company com updates,updates,medium,medium,medium
renew microsoft subscription unusual login detected romania secure account bit fakeprize account suspended,spam,high,low,high
two step verification code use code complete sign expires minutes,verify_code,low,high,low
clearance madness books deal ends time items lowest prices shop example com use code flash,promotions,low,low,low
live alert tech conference behind scenes great insight view social com profile user reply disable social com settings,social_media,high,low,high
new message attractive single immediate action required subscription payment failed update payment bit fakeprize call support fake,spam,medium,low,medium
charity drive leaderboard update team ranked fundraising event communityforum com charity leaderboard raised far top prize exclusive meet greet industry celebrity promotion toolkit available,forum,low,medium,low
limited stock back stock loyal customer get exclusive example com offer code welcome,promotions,low,low,low
security upgrade biometric login enabled items processing via usps tracking estimated delivery aug track service com status,updates,low,low,low
special offer loyal customer get exclusive example com offer code vip,promotions,low,low,low
appointment reminder eye exam oct pst thank payment applied account receipt company com updates,updates,medium,medium,medium
free dessert order loyal customer get exclusive example com offer code birthday,promotions,low,low,low
event reminder meetup event starts time prepare wiki site page,forum,low,medium,low
programming reply slow boot issue user techguru post forum com thread,forum,low,low,low
clearance madness tools celebrate entire purchase valid example com code birthday,promotions,low,low,low
anniversary twitter group tech enthusiasts live streaming join platform com streaming event,social_media,low,low,low
new reply database optimization user techguru thread forum com thread,forum,low,low,low
community announcement schedule change password encryption activated per request learn banking com statements,updates,medium,medium,medium
new featured guide photography event starts time prepare support site ticket,forum,low,low,low
important address changed monthly statement available view download company com updates action needed payment scheduled,updates,medium,medium,medium
hour sale extra clearance hello valued member enjoy buy one get one free shop example com expires date,promotions,low,low,low
vip preview new arrivals discover items shop new styles example com code flash extra,promotions,low,medium,low
microsoft inquiry following amazon application rates dropped apply scam delivery com stop opt,spam,low,low,low
community announcement maintenance biometric login activated per request learn service com status,updates,low,medium,low
memories week video sydney received likes comments see insights social com insights post,social_media,low,low,low
thread locked reason report per report details support site ticket,forum,low,low,low
flash sale home decor favorite items back wait example com use code welcome,promotions,low,low,low
verification required pin required login confirmation github,verify_code,medium,medium,medium
government grant approved claim covid relief fund apply gov grant claim fund ssn verification required,spam,low,low,low
mod application open home gardening user pixelartist report support site ticket,forum,low,low,low
twitter transfer confirmation enter confirm account recovery request ignore,verify_code,medium,medium,medium
security upgrade enabled new features new bug fixes install service com status changelog included,updates,low,low,low
linux reply css alignment user codemaster comment wiki site page,forum,low,low,low
linkedin verification transaction authorization enter share number,verify_code,low,low,low
login alert verification step needed access code password reset valid,verify_code,high,high,high
payment received invoice inv confirm cancel banking com statements payment due date building,updates,medium,medium,medium
refund confirmation unusual login detected russia secure account bit fakeprize account suspended,spam,medium,low,medium
forum maintenance complete comment per report details forum com thread,forum,low,low,low
facebook workspace verification enter verify payment confirmation session auto cancel invalid attempts,verify_code,medium,medium,medium
forum digest techsupport discussions thread discussion moved general support continue support site ticket,forum,low,low,low
connection request investor partner capitalfirm connect social com profile investor profile,social_media,medium,medium,medium
identity verification required pin required login confirmation apple,verify_code,medium,medium,medium
poll vote best summer destination friends checked tech hub see photos menu platform com locations venue,social_media,low,low,low
quantum neural network dev tools hybrid computing toolkit access qnn toolkit github vqe implementation examples,forum,low,low,low
renew amazon subscription package delivered tracking update scam delivery com ignore,spam,low,low,low
lisa rodriguez liked photo sarah anyone free weekend david weather looks great reply social com chats hiking,social_media,low,low,low
hour sale extra clearance final hours biggest sale example com ends time,promotions,low,low,low
flash sale clothing hello valued member enjoy free shipping week shop example com expires date,promotions,low,low,low
membership upgrade cancelled achieved thank payment applied account receipt company com updates,updates,medium,medium,medium
apple used new device macbook air logged hrs minutes ago verify scam delivery com secure account,spam,low,low,low
renew facebook subscription ipad pro logged hrs minutes ago verify bit fakeprize secure account,spam,low,low,low
free dessert purchase discover items shop new styles example com code flash extra,promotions,low,low,low
twitter verification use code complete sign expires minutes,verify_code,low,low,low
memories week grand canyon alex view album social com albums vacation,social_media,low,low,low
delivery problem following amazon application rates dropped apply phishing site com stop opt,spam,low,low,low
techsupport reply python error thread discussion started datawiz settings wiki site page,forum,low,low,low
paypal inquiry immediate action required subscription payment failed update payment scam delivery com call support scam,spam,medium,low,medium
achievement unlocked community star thread per report details forum com thread,forum,low,low,low
appointment reminder smith oct pst updated cookie policy review changes banking com statements effective dec,updates,medium,medium,medium
new featured guide gaming event starts time prepare forum com thread,forum,low,low,low
service outage resolved items shipped via usps tracking estimated delivery dec track company com updates,updates,low,medium,low
new reply python coding challenge database upgrade completed successfully new features new search notifications faq forum com thread,forum,low,low,low
security upgrade enabled updated terms service review changes banking com statements effective nov,updates,low,medium,low
anniversary twitter thanks sharing view social com notifications reply disable platform com notifications,social_media,low,low,low
payment overdue notice invoice inv ready view bit fakeprize dispute within hrshrs,spam,medium,low,medium
facebook withdrawal auth enter confirm password reset request ignore,verify_code,medium,high,medium
invoice available invoice inv ready view scam delivery com dispute within hrshrs,spam,medium,low,medium
selected cruise see messaged paypal view bit fakeprize special offer membership,spam,low,low,low
netflix refund notification microsoft requires immediate password update click phishing site com failure within hrshrs causes lockout,spam,low,low,low
final notice microsoft end unusual login detected russia secure account phishing site com account suspended,spam,high,low,high
subscription perk free month upgrade annual plans include bonus details service com subscription bonus,promotions,low,low,low
login code reply account verification enter share number,verify_code,low,high,low
new arrivals holiday decor live favorite items back wait example com use code save,promotions,low,low,low
forum digest cooking discussions earned achievement badge view profile wiki site page,forum,low,low,low
temporary pin use code complete sign expires minutes,verify_code,low,low,low
new messages hiking buddies chat thanks sharing view social com events event reply disable social com settings,social_media,low,low,low
live tech conference keynote great insight view social com notifications reply disable social com settings,social_media,low,low,low
nearby tech conference today group tech enthusiasts invited rsvp social com events meetup,social_media,low,low,low
twitter transfer confirmation use verification code device chrome windows location los angeles,verify_code,medium,high,medium
netflix refund notification following apple application rates dropped apply phishing site com stop opt,spam,low,low,low
birthday reminder friends tomorrow love view social com profile user reply disable social com settings,social_media,low,medium,low
flash sale beauty products celebrate entire purchase valid example com code vip,promotions,low,low,low
netflix investment opportunity roi unusual login detected romania secure account phishing site com account suspended,spam,high,low,high
netflix used new device see messaged amazon view phishing site com special offer membership,spam,low,low,low
suspicious activity netflix account invoice inv ready view bit fakeprize dispute within hrshrs,spam,medium,low,medium
flash deal smartwatches limited stock clearance price shop sold techstore com flash deals,promotions,low,low,low
refer friends get credit celebrate entire purchase valid example com code flash,promotions,low,low,low
double rewards points weekend hello valued member enjoy buy one get one free shop example com expires date,promotions,low,low,low
apple verification code login confirmation share requested gmt,verify_code,medium,high,medium
password reset token single use code credential reset,verify_code,high,high,high
live meetup keynote beach vacation family view album social com albums vacation,social_media,low,low,low
membership upgrade shipped achieved thank payment applied account receipt service com status,updates,medium,low,medium
last chance warehouse clearance celebrate entire purchase valid example com code save,promotions,low,low,low
identity verification required enter confirm password reset request ignore,verify_code,medium,high,medium
sarah johnson mentioned comment post new york received likes comments see insights social com insights post,social_media,low,low,low
security alert failed login attempts unusual login detected russia secure account phishing site com account suspended,spam,high,low,high
medieval manuscript reproduction service illuminated texts vellum introductory offer page reg portfolio scriptorium art,promotions,low,low,low
invoice available netflix requires immediate password update click scam delivery com failure within hrshrs causes lockout,spam,medium,low,medium
membership upgrade shipped achieved updated privacy policy review changes company com updates effective aug,updates,low,medium,low
post moved technical support thread discussion started codemaster settings wiki site page,forum,low,low,low
facebook password expiration invoice inv ready view phishing site com dispute within hrshrs,spam,medium,low,medium
suspicious activity facebook account immediate action required subscription payment failed update payment phishing site com call support,spam,medium,low,high
crypto asset seizure warrant token fbi crypto seizure authorization cseize confirm cryptoforfeiture gov blockchain analysis report,verify_code,medium,medium,medium
security upgrade biometric login enabled service unavailable window updates include security patches performance improvements,updates,low,medium,low
birthday reminder friends tomorrow see story social com posts photo comments great insight disable notifications platform com notifications,social_media,low,medium,low
popular near meetup beach vacation family view album platform com memories beach,social_media,low,low,low
birthday reminder friends tomorrow mike great event today emily count reply social com chats hiking,social_media,low,medium,low
login code reply pin required password reset microsoft,verify_code,high,high,high
authentication token security code enter sign page expires minutes contact support,verify_code,low,high,low
achievement unlocked community star report per report details forum com thread,forum,low,low,low
community announcement pool closure july statement available view download service com status action needed payment scheduled,updates,medium,medium,medium
service outage resolved september statement available view download company com updates action needed payment scheduled,updates,medium,high,medium
last call summer tires clearance select sizes install included schedule appointment auto care com tire sale ends sunday,promotions,medium,low,medium
answered query career advice trending photography comments view forum com thread,forum,low,low,low
popular near tech conference view profile platform com users sarah accept reject social com friends pending,social_media,low,low,low
new message match package delivered tracking update scam delivery com ignore,spam,low,low,low
policy update privacy policy changes confirm cancel service com status payment due date building,updates,medium,medium,medium
urgent claim prize macbook air logged hrs minutes ago verify phishing site com secure account,spam,high,low,high
new friend request david kim see post platform com content video comments inspiring disable notifications social com settings,social_media,low,medium,low
ama session researcher post per report details forum com thread,forum,low,low,low
new message lonely heart unusual login detected nigeria secure account bit fakeprize account suspended,spam,high,low,high
last chance end season sale celebrate entire purchase valid example com code birthday,promotions,low,low,low
post featured foodchallenge group photography group live streaming join social com live conference,social_media,low,low,low
legal document signed lease agreement fully executed commercial lease available legalportal com documents electronic notarization completed key dates move oct first payment due oct,updates,medium,low,medium
labor day blowout save mattresses memory foam queen sep compare mattressdeal com laborday financing available,promotions,low,low,low
flash sale tools deal ends time items lowest prices shop example com use code flash,promotions,low,low,low
john smith liked article friends checked tech hub see photos menu social com places cafe,social_media,low,low,low
temporary security pass security code enter sign page expires minutes contact support,verify_code,low,high,low
security upgrade biometric login enabled confirm cancel banking com statements payment due date building,updates,medium,medium,medium
